#,NAME,TYPE 1,TYPE 2,TOTAL,HP,ATTACK,DEFENSE,SP. ATK,SP. DEF,SPEED,GENERATION,LEGENDARY
642,THUNDURUSTHERIAN FORME,ELECTRIC,FLYING,580,79,105,70,145,80,101,5,TRUE
643,RESHIRAM,DRAGON,FIRE,680,100,120,100,150,120,90,5,TRUE
644,ZEKROM,DRAGON,ELECTRIC,680,100,150,120,120,100,90,5,TRUE
645,LANDORUSINCARNATE FORME,GROUND,FLYING,600,89,125,90,115,80,101,5,TRUE
645,LANDORUSTHERIAN FORME,GROUND,FLYING,600,89,145,90,105,80,91,5,TRUE
646,KYUREM,DRAGON,ICE,660,125,130,90,130,90,95,5,TRUE
646,KYUREMBLACK KYUREM,DRAGON,ICE,700,125,170,100,120,90,95,5,TRUE
646,KYUREMWHITE KYUREM,DRAGON,ICE,700,125,120,90,170,100,95,5,TRUE
647,KELDEOORDINARY FORME,WATER,FIGHTING,580,91,72,90,129,90,108,5,FALSE
647,KELDEORESOLUTE FORME,WATER,FIGHTING,580,91,72,90,129,90,108,5,FALSE
648,MELOETTAARIA FORME,NORMAL,PSYCHIC,600,100,77,77,128,128,90,5,FALSE
648,MELOETTAPIROUETTE FORME,NORMAL,FIGHTING,600,100,128,90,77,77,128,5,FALSE
649,GENESECT,BUG,STEEL,600,71,120,95,120,95,99,5,FALSE
650,CHESPIN,GRASS,,313,56,61,65,48,45,38,6,FALSE
651,QUILLADIN,GRASS,,405,61,78,95,56,58,57,6,FALSE
652,CHESNAUGHT,GRASS,FIGHTING,530,88,107,122,74,75,64,6,FALSE
653,FENNEKIN,FIRE,,307,40,45,40,62,60,60,6,FALSE
654,BRAIXEN,FIRE,,409,59,59,58,90,70,73,6,FALSE
655,DELPHOX,FIRE,PSYCHIC,534,75,69,72,114,100,104,6,FALSE
656,FROAKIE,WATER,,314,41,56,40,62,44,71,6,FALSE
657,FROGADIER,WATER,,405,54,63,52,83,56,97,6,FALSE
658,GRENINJA,WATER,DARK,530,72,95,67,103,71,122,6,FALSE
659,BUNNELBY,NORMAL,,237,38,36,38,32,36,57,6,FALSE
660,DIGGERSBY,NORMAL,GROUND,423,85,56,77,50,77,78,6,FALSE
661,FLETCHLING,NORMAL,FLYING,278,45,50,43,40,38,62,6,FALSE
662,FLETCHINDER,FIRE,FLYING,382,62,73,55,56,52,84,6,FALSE
663,TALONFLAME,FIRE,FLYING,499,78,81,71,74,69,126,6,FALSE
664,SCATTERBUG,BUG,,200,38,35,40,27,25,35,6,FALSE
665,SPEWPA,BUG,,213,45,22,60,27,30,29,6,FALSE
666,VIVILLON,BUG,FLYING,411,80,52,50,90,50,89,6,FALSE
667,LITLEO,FIRE,NORMAL,369,62,50,58,73,54,72,6,FALSE
668,PYROAR,FIRE,NORMAL,507,86,68,72,109,66,106,6,FALSE
669,FLABéBé,FAIRY,,303,44,38,39,61,79,42,6,FALSE
670,FLOETTE,FAIRY,,371,54,45,47,75,98,52,6,FALSE
671,FLORGES,FAIRY,,552,78,65,68,112,154,75,6,FALSE
672,SKIDDO,GRASS,,350,66,65,48,62,57,52,6,FALSE
673,GOGOAT,GRASS,,531,123,100,62,97,81,68,6,FALSE
674,PANCHAM,FIGHTING,,348,67,82,62,46,48,43,6,FALSE
675,PANGORO,FIGHTING,DARK,495,95,124,78,69,71,58,6,FALSE
676,FURFROU,NORMAL,,472,75,80,60,65,90,102,6,FALSE
677,ESPURR,PSYCHIC,,355,62,48,54,63,60,68,6,FALSE
678,MEOWSTICMALE,PSYCHIC,,466,74,48,76,83,81,104,6,FALSE
678,MEOWSTICFEMALE,PSYCHIC,,466,74,48,76,83,81,104,6,FALSE
679,HONEDGE,STEEL,GHOST,325,45,80,100,35,37,28,6,FALSE
680,DOUBLADE,STEEL,GHOST,448,59,110,150,45,49,35,6,FALSE
681,AEGISLASHBLADE FORME,STEEL,GHOST,520,60,150,50,150,50,60,6,FALSE
681,AEGISLASHSHIELD FORME,STEEL,GHOST,520,60,50,150,50,150,60,6,FALSE
682,SPRITZEE,FAIRY,,341,78,52,60,63,65,23,6,FALSE
683,AROMATISSE,FAIRY,,462,101,72,72,99,89,29,6,FALSE
684,SWIRLIX,FAIRY,,341,62,48,66,59,57,49,6,FALSE
685,SLURPUFF,FAIRY,,480,82,80,86,85,75,72,6,FALSE
686,INKAY,DARK,PSYCHIC,288,53,54,53,37,46,45,6,FALSE
687,MALAMAR,DARK,PSYCHIC,482,86,92,88,68,75,73,6,FALSE
688,BINACLE,ROCK,WATER,306,42,52,67,39,56,50,6,FALSE
689,BARBARACLE,ROCK,WATER,500,72,105,115,54,86,68,6,FALSE
690,SKRELP,POISON,WATER,320,50,60,60,60,60,30,6,FALSE
691,DRAGALGE,POISON,DRAGON,494,65,75,90,97,123,44,6,FALSE
692,CLAUNCHER,WATER,,330,50,53,62,58,63,44,6,FALSE
693,CLAWITZER,WATER,,500,71,73,88,120,89,59,6,FALSE
694,HELIOPTILE,ELECTRIC,NORMAL,289,44,38,33,61,43,70,6,FALSE
695,HELIOLISK,ELECTRIC,NORMAL,481,62,55,52,109,94,109,6,FALSE
696,TYRUNT,ROCK,DRAGON,362,58,89,77,45,45,48,6,FALSE
697,TYRANTRUM,ROCK,DRAGON,521,82,121,119,69,59,71,6,FALSE
698,AMAURA,ROCK,ICE,362,77,59,50,67,63,46,6,FALSE
699,AURORUS,ROCK,ICE,521,123,77,72,99,92,58,6,FALSE
700,SYLVEON,FAIRY,,525,95,65,65,110,130,60,6,FALSE
701,HAWLUCHA,FIGHTING,FLYING,500,78,92,75,74,63,118,6,FALSE
702,DEDENNE,ELECTRIC,FAIRY,431,67,58,57,81,67,101,6,FALSE
703,CARBINK,ROCK,FAIRY,500,50,50,150,50,150,50,6,FALSE
704,GOOMY,DRAGON,,300,45,50,35,55,75,40,6,FALSE
705,SLIGGOO,DRAGON,,452,68,75,53,83,113,60,6,FALSE
706,GOODRA,DRAGON,,600,90,100,70,110,150,80,6,FALSE
707,KLEFKI,STEEL,FAIRY,470,57,80,91,80,87,75,6,FALSE
708,PHANTUMP,GHOST,GRASS,309,43,70,48,50,60,38,6,FALSE
709,TREVENANT,GHOST,GRASS,474,85,110,76,65,82,56,6,FALSE
710,PUMPKABOOAVERAGE SIZE,GHOST,GRASS,335,49,66,70,44,55,51,6,FALSE
710,PUMPKABOOSMALL SIZE,GHOST,GRASS,335,44,66,70,44,55,56,6,FALSE
710,PUMPKABOOLARGE SIZE,GHOST,GRASS,335,54,66,70,44,55,46,6,FALSE
710,PUMPKABOOSUPER SIZE,GHOST,GRASS,335,59,66,70,44,55,41,6,FALSE
711,GOURGEISTAVERAGE SIZE,GHOST,GRASS,494,65,90,122,58,75,84,6,FALSE
711,GOURGEISTSMALL SIZE,GHOST,GRASS,494,55,85,122,58,75,99,6,FALSE
711,GOURGEISTLARGE SIZE,GHOST,GRASS,494,75,95,122,58,75,69,6,FALSE
711,GOURGEISTSUPER SIZE,GHOST,GRASS,494,85,100,122,58,75,54,6,FALSE
712,BERGMITE,ICE,,304,55,69,85,32,35,28,6,FALSE
713,AVALUGG,ICE,,514,95,117,184,44,46,28,6,FALSE
714,NOIBAT,FLYING,DRAGON,245,40,30,35,45,40,55,6,FALSE
715,NOIVERN,FLYING,DRAGON,535,85,70,80,97,80,123,6,FALSE
716,XERNEAS,FAIRY,,680,126,131,95,131,98,99,6,TRUE
717,YVELTAL,DARK,FLYING,680,126,131,95,131,98,99,6,TRUE
718,ZYGARDE50% FORME,DRAGON,GROUND,600,108,100,121,81,95,95,6,TRUE
719,DIANCIE,ROCK,FAIRY,600,50,100,150,100,150,50,6,TRUE
719,MEGA DIANCIE,ROCK,FAIRY,700,50,160,110,160,110,110,6,TRUE
720,HOOPAHOOPA CONFINED,PSYCHIC,GHOST,600,80,110,60,150,130,70,6,TRUE
720,HOOPAHOOPA UNBOUND,PSYCHIC,DARK,680,80,160,60,170,130,80,6,TRUE
721,VOLCANION,FIRE,WATER,600,80,110,120,130,90,70,6,TRUE
